Nama Makanan,Ukuran Porsi,Kalori (kkal),Karbohidrat (g),Lemak (g),Protein (g)
"Salmon, Baked Or Broiled, Made With Oil",100,188.0,0.1,9.06,25.08
"Salmon, Baked Or Broiled, Made With Butter",100,183.0,0.1,8.48,25.08
"Salmon, Baked Or Broiled, Made With Margarine",100,176.0,0.13,7.68,25.05
"Salmon, Baked Or Broiled, Made Without Fat",100,160.0,0.1,5.54,25.82
"Salmon, Baked Or Broiled, Made With Cooking Spray",100,164.0,0.2,5.92,25.72
"Salmon, Coated, Baked Or Broiled, Made With Oil",100,235.0,12.52,10.45,21.43
"Salmon, Coated, Baked Or Broiled, Made With Butter",100,227.0,12.5,9.56,21.44
"Salmon, Coated, Baked Or Broiled, Made With Margarine",100,217.0,12.55,8.35,21.4
"Salmon, Coated, Baked Or Broiled, Made Without Fat",100,194.0,13.1,5.07,22.42
"Salmon, Coated, Baked Or Broiled, Made With Cooking Spray",100,197.0,13.14,5.35,22.35
"Salmon, Coated, Fried, Made With Oil",100,253.0,9.85,14.08,20.5
"Salmon, Coated, Fried, Made With Butter",100,238.0,9.86,12.44,20.57
"Salmon, Coated, Fried, Made With Margarine",100,222.0,9.93,10.58,20.51
"Salmon, Coated, Fried, Made Without Fat",100,207.0,11.6,6.32,24.12
"Salmon, Coated, Fried, Made With Cooking Spray",100,209.0,11.64,6.61,24.05
"Salmon, Kukus/Rebus",100,160.0,0.0,5.53,25.78
"Salmon, Dried",100,397.0,0.0,13.75,64.06
"Salmon, Canned",100,137.0,0.0,5.48,20.55
"Salmon, Smoked",100,117.0,0.0,4.32,18.28
"Tuna, Fresh, Raw",100,109.0,0.0,0.49,24.4
"Tuna, Fresh, Baked Or Broiled, Fat Added In Cooking",100,166.0,0.1,4.28,29.85
"Tuna, Fresh, Baked Or Broiled, Fat Not Added In Cooking",100,138.0,0.1,0.62,30.73
"Tuna, Fresh, Coated, Baked Or Broiled, Fat Added In Cooking",100,218.0,12.52,6.8,25.08
"Tuna, Fresh, Coated, Baked Or Broiled, Fat Not Added",100,177.0,13.1,1.25,26.22
"Tuna, Fresh, Coated, Fried",100,237.0,9.85,10.75,23.82
"Tuna, Fresh, Steamed Or Poached",100,137.0,0.0,0.62,30.68
"Tuna, Fresh, Dried",100,341.0,0.0,1.53,76.25
"Tuna, Fresh, Smoked",100,200.0,0.0,10.04,25.54
"Tuna, Canned, Oil Pack",100,198.0,0.0,8.21,29.13
"Tuna, Canned, Water Pack",100,86.0,0.0,0.96,19.44
"Gurita, Dimasak",100,222.0,12.16,11.63,16.3
"Gurita, Steamed (Kukus)",100,163.0,4.37,2.07,29.62
"Gurita, Dried",100,311.0,8.34,3.94,56.52
"Gurita, Dried, Boiled",100,163.0,4.38,2.07,29.69
"Gurita, Smoked",100,164.0,4.4,2.08,29.82
"Cumi-Cumi, Raw",100,92.0,3.08,1.38,15.58
"Cumi-Cumi, Baked Or Broiled, Fat Added In Cooking",100,142.0,3.77,5.23,18.59
"Cumi-Cumi, Baked Or Broiled, Fat Not Added In Cooking",100,113.0,3.88,1.7,19.14
"Cumi-Cumi, Coated, Baked Or Broiled, Fat Added In Cooking",100,198.0,15.01,7.44,16.42
"Cumi-Cumi, Coated, Baked Or Broiled, Fat Not Added In Cooking",100,156.0,15.7,2.06,17.17
"Cumi-Cumi, Coated, Fried",100,231.0,12.94,11.93,16.89
"Cumi-Cumi, Steamed Or Boiled",100,183.0,6.13,2.75,31.02
"Cumi-Cumi, Dried",100,348.0,11.65,5.22,58.94
"Cumi-Cumi, Pickled",100,93.0,2.96,1.32,14.93
"Cumi-Cumi, Canned",100,106.0,3.54,1.59,17.9
"Oysters (Tiram), Raw",100,51.0,2.72,1.71,5.71
"Oysters (Tiram), Cooked",100,195.0,12.62,12.22,8.16
"Oysters (Tiram), Baked Or Broiled, Fat Not Added In Cooking",100,63.0,3.44,2.1,7.02
"Oysters (Tiram), Steamed",100,102.0,5.42,3.4,11.37
"Oysters (Tiram), Coated, Fried",100,195.0,12.62,12.22,8.16
"Oysters (Tiram), Coated, Baked Or Broiled, Fat Added In Cooking",100,160.0,14.69,7.74,7.43
"Oysters (Tiram), Coated, Baked Or Broiled, Fat Not Added In Cooking",100,117.0,15.36,2.38,7.77
"Oysters (Tiram), Canned",100,74.0,4.25,2.68,7.67
"Oysters (Tiram), Smoked",100,82.0,4.38,2.76,9.2
"Scallops (Kerang), Baked Or Broiled, Fat Added In Cooking",100,114.0,3.89,4.17,14.39
"Scallops (Kerang), Baked Or Broiled, Fat Not Added In Cooking",100,85.0,4.0,0.6,14.81
"Scallops (Kerang), Steamed Or Boiled",100,137.0,6.33,0.98,24.01
"Scallops (Kerang), Coated, Fried",100,211.0,13.03,11.14,13.78
"Scallops (Kerang), Coated, Baked Or Broiled, Fat Added In Cooking",100,177.0,15.1,6.63,13.21
"Scallops (Kerang), Coated, Baked Or Broiled, Fat Not Added In Cooking",100,134.0,15.8,1.22,13.82
"Almonds, Mentah",100,598.0,21.01,52.54,20.96
"Almonds, Unroasted",100,579.0,21.55,49.93,21.15
"Almonds, Salted",100,601.0,20.18,53.43,20.13
"Almonds, Lightly Salted",100,604.0,20.28,53.7,20.23
"Almonds, Unsalted",100,607.0,20.38,53.96,20.33
"Almonds, Flavored",100,599.0,20.12,53.27,20.07
"Almonds, Honey Roasted",100,575.0,35.92,45.27,14.11
Kacang Brazil,100,659.0,11.74,67.1,14.32
"Kacang Metes, Unroasted",100,574.0,32.69,46.35,15.31
"Kacang Metes, Salted",100,578.0,31.4,47.48,14.7
"Kacang Metes, Lightly Salted",100,580.0,31.55,47.72,14.78
"Kacang Metes, Unsalted",100,583.0,31.71,47.96,14.85
"Kacang Metes, Honey Roasted",100,558.0,43.79,41.11,10.31
Kacang Kastanye (Chestnuts),100,245.0,52.96,2.2,3.17
Hazelnut,100,628.0,16.7,60.75,14.95
Macadamia,100,716.0,12.83,76.08,7.79
"Peanuts, Raw",100,587.0,21.26,49.66,24.35
"Peanuts, Boiled",100,318.0,21.26,22.01,13.5
"Peanuts, Unroasted",100,567.0,16.13,49.24,25.8
"Peanuts, Roasted, Salted",100,599.0,15.26,52.5,28.03
"Peanuts, Roasted, Unsalted",100,599.0,15.26,52.5,28.03
"Peanuts, Dry Roasted, Salted",100,587.0,21.26,49.66,24.35
"Peanuts, Dry Roasted, Lightly Salted",100,584.0,21.15,49.41,24.23
"Peanuts, Dry Roasted, Unsalted",100,587.0,21.26,49.66,24.35
"Peanuts, Honey Roasted",100,572.0,30.07,45.21,20.7
"Pecans, Salted",100,690.0,13.31,72.09,8.81
"Pecans, Unsalted",100,697.0,13.44,72.81,8.9
"Pecans, Honey Roasted",100,637.0,31.11,58.36,6.17
Kacang Pinus (Pine Nut),100,673.0,13.08,68.37,13.69
"Kacang Pistachio, Raw",100,572.0,28.28,45.82,21.05
"Kacang Pistachio, Salted",100,576.0,27.16,46.98,20.22
"Kacang Pistachio, Lightly Salted",100,579.0,27.3,47.21,20.32
"Kacang Pistachio, Unsalted",100,581.0,27.43,47.44,20.42
"Walnuts, Honey Roasted",100,612.0,31.01,53.8,10.25
"Coconut Water, Unsweetened",100,18.0,4.24,0.0,0.22
"Biji Labu (Pumpkin Seeds), Raw",100,574.0,14.71,49.05,29.84
"Biji Labu (Pumpkin Seeds), Salted",100,567.0,14.54,48.47,29.49
"Biji Labu (Pumpkin Seeds), Unsalted",100,574.0,14.71,49.05,29.84
"Biji Bunga Matahari (Sunflower Seeds), Plain, Unsalted",100,582.0,24.07,49.8,19.33
"Biji Bunga Matahari (Sunflower Seeds), Plain, Salted",100,575.0,23.78,49.21,19.1
"Biji Bunga Matahari (Sunflower Seeds), Flavored",100,567.0,25.93,47.54,18.45
"Biji Bunga Matahari (Sunflower Seeds), Mentah/Raw",100,582.0,24.07,49.8,19.33
Tahini,100,595.0,21.19,53.76,17.0
Flax Seeds,100,534.0,28.88,42.16,18.29
Mixed Seeds,100,580.0,21.73,49.61,21.96
Chia Seeds,100,534.0,28.88,42.16,18.29
"Garlic Bread, From Fast Food / Restaurant",100,349.0,41.64,16.58,8.34
Croissant,100,406.0,45.8,21.0,8.2
"Croissant, Keju",100,414.0,47.0,20.9,9.2
"Croissant, Chocolate",100,421.0,49.4,22.79,7.4
"Croissant, Fruit",100,396.0,46.99,19.78,7.77
"Tortilla, Plain",100,262.0,47.01,5.42,6.95
"Tortilla, Corn",100,218.0,44.64,2.85,5.7
"Tortilla, Flour",100,306.0,49.38,7.99,8.2
"Tortilla, Whole Wheat",100,310.0,45.89,9.76,9.76
"Taco Shell, Corn",100,476.0,63.49,21.79,6.41
"Taco Shell, Flour",100,511.0,53.2,29.07,8.83
Burrito With Meat,100,242.0,14.44,14.48,13.03
Burrito With Meat And Beans,100,229.0,17.83,12.46,11.36
"Burrito With Meat And Beans, From Fast Food",100,180.0,23.37,6.8,7.03
Burrito With Meat And Sour Cream,100,236.0,13.09,15.15,11.57
"Burrito With Meat, Beans, And Sour Cream",100,225.0,16.06,13.39,10.16
"Burrito With Meat, Beans, And Sour Cream, From Fast Food",100,209.0,26.78,7.86,8.56
"Burrito With Meat, Beans, And Rice",100,223.0,18.52,11.66,10.79
"Burrito With Meat, Beans, Rice, And Sour Cream",100,219.0,16.76,12.63,9.73
Burrito With Chicken,100,242.0,16.57,12.01,16.9
Burrito With Chicken And Beans,100,228.0,19.06,11.2,12.93
Burrito With Chicken And Sour Cream,100,235.0,14.66,13.19,14.59
"Burrito With Chicken, Beans, And Sour Cream",100,224.0,16.98,12.38,11.42
"Burrito With Chicken, Beans, And Rice",100,221.0,19.72,10.42,12.2
"Burrito With Chicken, Beans, Rice, And Sour Cream",100,218.0,17.67,11.63,10.88
"Burrito With Beans And Rice, Meatless",100,211.0,21.5,9.89,9.32
"Burrito With Beans, Meatless",100,217.0,21.04,10.56,9.78
"Burrito With Beans, Meatless, From Fast Food",100,205.0,31.23,6.05,7.35
"Burrito With Beans, Rice, And Sour Cream, Meatless",100,210.0,19.41,11.06,8.47
"Raisins, Raw",100,299.0,79.18,0.46,3.07
"Raisins, Cooked",100,219.0,57.38,0.21,1.43
"Cherries, Sweet, Raw",100,63.0,16.01,0.2,1.06
"Juneberry, Raw",100,57.0,14.49,0.33,0.74
"Kiwi Fruit, Raw",100,61.0,14.66,0.52,1.14
"Lychee, Raw",100,66.0,16.53,0.44,0.83
"Peach, Raw",100,39.0,9.54,0.25,0.91
"Pear, Raw",100,57.0,15.23,0.14,0.36
"Pear, Japanese, Raw",100,42.0,10.65,0.23,0.5
"Persimmon, Raw",100,70.0,18.59,0.19,0.58
"Plum, Raw",100,46.0,11.42,0.28,0.7
"Plum, Cooked Or Canned",100,89.0,23.24,0.1,0.36
"Plum, Cooked Or Canned, Unsweetened, Water Pack",100,41.0,11.03,0.01,0.39
"Plum, Cooked Or Canned, In Heavy Syrup",100,89.0,23.24,0.1,0.36
"Plum, Cooked Or Canned, In Light Syrup",100,63.0,16.28,0.1,0.37
"Plum, Cooked Or Canned, Drained Solids",100,89.0,23.12,0.14,0.44
"Plum, Cooked Or Canned, Juice Pack",100,58.0,15.15,0.02,0.51
"Plum, Pickled",100,123.0,30.8,0.19,0.48
"Berries, Raw",100,32.0,7.68,0.3,0.67
"Berries, Frozen",100,51.0,12.17,0.64,0.42
"Blackberries, Raw",100,43.0,9.61,0.49,1.39
"Blueberries, Raw",100,57.0,14.49,0.33,0.74
"Cranberries, Raw",100,46.0,11.97,0.13,0.46
"Cranberries, Cooked Or Canned",100,159.0,40.4,0.15,0.9
"Dewberries, Raw",100,43.0,9.61,0.49,1.39
"Huckleberries, Raw",100,57.0,14.49,0.33,0.74
"Loganberries, Raw",100,55.0,13.02,0.31,1.52
"Loganberries, Frozen",100,55.0,13.02,0.31,1.52
"Mulberries, Raw",100,43.0,9.8,0.39,1.44
"Raspberries, Raw",100,52.0,11.94,0.65,1.2
"Raspberries, Black, Raw",100,52.0,11.94,0.65,1.2
"Raspberries, Red, Raw",100,52.0,11.94,0.65,1.2
"Strawberries, Raw",100,32.0,7.68,0.3,0.67
"Youngberries, Raw",100,43.0,9.61,0.49,1.39
"Asparagus, Raw",100,20.0,3.88,0.12,2.2
Kimchi,100,15.0,2.4,0.5,1.1
Almond Oil,100,884.0,0.0,100.0,0.0
Corn Oil,100,900.0,0.0,100.0,0.0
Cottonseed Oil,100,884.0,0.0,100.0,0.0
Flaxseed Oil,100,884.0,0.0,99.98,0.11
Olive Oil,100,884.0,0.0,100.0,0.0
Peanut Oil,100,884.0,0.0,100.0,0.0
Rapeseed Oil,100,884.0,0.0,100.0,0.0
Canola And Soybean Oil,100,884.0,0.0,100.0,0.0
"Canola, Soybean And Sunflower Oil",100,884.0,0.0,100.0,0.0
Safflower Oil,100,884.0,0.0,100.0,0.0
Soybean Oil,100,884.0,0.0,100.0,0.0
Soybean And Sunflower Oil,100,884.0,0.0,100.0,0.0
Sunflower Oil,100,884.0,0.0,100.0,0.0
Walnut Oil,100,884.0,0.0,100.0,0.0
"Mayonnaise, Light",100,238.0,9.23,22.22,0.37
"Mayonnaise, Reduced Fat,  With Olive Oil",100,361.0,0.0,40.0,0.37
"Mayonnaise-Type Salad Dressing, Light",100,158.0,16.4,10.0,0.65
"Coffee, Latte",100,43.0,4.27,1.68,2.76
"Coffee, Latte, Nonfat",100,30.0,4.4,0.1,2.82
"Coffee, Latte, With Non-Dairy Milk",100,35.0,5.07,1.07,1.28
Mojito,100,61.0,2.46,0.02,0.09
Whiskey Sour,100,123.0,16.11,0.08,0.08
Whiskey And Soda,100,59.0,0.0,0.0,0.0
Whiskey And Water,100,59.0,0.0,0.0,0.0
Whiskey And Cola,100,89.0,7.8,0.19,0.0
Whiskey And Diet Cola,100,60.0,0.22,0.02,0.08
Whiskey And Ginger Ale,100,83.0,6.59,0.0,0.0
Rum And Cola,100,89.0,7.8,0.19,0.0
Rum And Diet Cola,100,60.0,0.22,0.02,0.08
Pina Colada,100,151.0,19.5,2.13,0.36
Brandy And Cola,100,89.0,7.8,0.19,0.0
Vodka And Soda,100,59.0,0.0,0.0,0.0
Vodka And Lemonade,100,93.0,9.02,0.0,0.0
Vodka And Cola,100,89.0,7.8,0.19,0.0
Vodka And Diet Cola,100,60.0,0.22,0.02,0.08
Vodka And Energy Drink,100,90.0,7.7,0.0,0.35
Vodka And Water,100,59.0,0.0,0.0,0.0
Vodka And Tonic,100,84.0,6.57,0.0,0.0
"Wine, Table, Red",100,85.0,2.61,0.0,0.07
"Wine, Table, White",100,82.0,2.6,0.0,0.07
"Wine, Table, Rose",100,83.0,3.8,0.0,0.36
"Wine, Rice",100,134.0,5.0,0.0,0.5
"Wine, Dessert, Sweet",100,160.0,13.69,0.0,0.2
"Wine, Light",100,49.0,1.17,0.0,0.07
Wine Cooler,100,68.0,10.07,0.0,0.0
Whiskey,100,231.0,0.0,0.0,0.0
Scotch,100,231.0,0.0,0.0,0.0
Gin,100,231.0,0.0,0.0,0.0
Rum,100,231.0,0.0,0.0,0.0
Rum Cooler,100,68.0,10.07,0.0,0.0
Vodka,100,231.0,0.0,0.0,0.0
Tequila,100,231.0,0.0,0.0,0.0
Markisa,100,97.0,23.38,0.7,2.2
"Kerang (Clams), Raw",100,86.0,3.57,0.96,14.67
Lontong (Rice Cake),100,392.0,81.1,4.3,7.1
